SampleID,Index,OlinkID,UniProt,Assay,MissingFreq,Panel,Panel_Version,PlateID,QC_Warning,LOD,NPX
Sample_065,65,OID00037,P04217,A1BG,0.049,Cardiometabolic,v1.0,Plate_2,PASS,0.94,5.2494
Sample_065,65,OID00038,P01023,A2M,0.027,Cardiometabolic,v1.0,Plate_2,PASS,0.24,6.2461
Sample_065,65,OID00039,P10909,CLU,0.048,Cardiometabolic,v1.0,Plate_2,PASS,0.34,7.9190
Sample_065,65,OID00040,P01024,C3,0.049,Cardiometabolic,v1.0,Plate_2,PASS,0.94,4.8261
Sample_066,66,OID00001,P05231,IL6,0.035,Inflammation,v1.0,Plate_2,PASS,1.46,4.2528
Sample_066,66,OID00002,P01375,TNF,0.032,Inflammation,v1.0,Plate_2,PASS,0.56,2.8694
Sample_066,66,OID00003,P10145,CXCL8,0.024,Inflammation,v1.0,Plate_2,PASS,1.29,5.9787
Sample_066,66,OID00004,P13232,IL10,0.030,Inflammation,v1.0,Plate_2,PASS,0.57,4.1258
Sample_066,66,OID00005,P01579,IFNG,0.012,Inflammation,v1.0,Plate_2,PASS,1.00,3.7327
Sample_066,66,OID00006,P22301,IL1RL1,0.049,Inflammation,v1.0,Plate_2,PASS,0.92,4.2501
Sample_066,66,OID00007,P05112,IL4,0.015,Inflammation,v1.0,Plate_2,PASS,1.36,5.2265
Sample_066,66,OID00008,P60568,IL2,0.038,Inflammation,v1.0,Plate_2,PASS,1.13,7.0639
Sample_066,66,OID00009,P01374,LTA,0.015,Inflammation,v1.0,Plate_2,PASS,0.62,4.6151
Sample_066,66,OID00010,P29459,IL12A,0.010,Inflammation,v1.0,Plate_2,PASS,0.31,4.6396
Sample_066,66,OID00011,Q16552,IL17A,0.047,Inflammation,v1.0,Plate_2,PASS,0.94,8.3043
Sample_066,66,OID00012,Q9NPH3,IL1A,0.016,Inflammation,v1.0,Plate_2,PASS,1.13,5.8022
Sample_066,66,OID00013,P01583,IL1B,0.026,Inflammation,v1.0,Plate_2,PASS,1.16,4.6212
Sample_066,66,OID00014,P18510,IL1RN,0.032,Inflammation,v1.0,Plate_2,PASS,1.47,7.1211
Sample_066,66,OID00015,P10147,CCL3,0.017,Inflammation,v1.0,Plate_2,PASS,1.29,4.9214
Sample_066,66,OID00016,P13236,CCL4,0.027,Inflammation,v1.0,Plate_2,PASS,0.44,5.3189
Sample_066,66,OID00017,P13501,CCL5,0.034,Inflammation,v1.0,Plate_2,PASS,0.45,6.8475
Sample_066,66,OID00018,P78556,CCL20,0.030,Inflammation,v1.0,Plate_2,PASS,1.11,3.7719
Sample_066,66,OID00019,P02778,CXCL10,0.000,Inflammation,v1.0,Plate_2,PASS,0.72,4.0283
Sample_066,66,OID00020,Q07325,CXCL9,0.003,Inflammation,v1.0,Plate_2,PASS,1.32,5.8956
Sample_066,66,OID00021,P09341,GRO1,0.010,Inflammation,v1.0,Plate_2,PASS,0.30,5.7526
Sample_066,66,OID00022,P01137,TGFB1,0.030,Inflammation,v1.0,Plate_2,PASS,0.23,6.9903
Sample_066,66,OID00023,P09038,FGF2,0.004,Cardiometabolic,v1.0,Plate_2,PASS,0.43,6.6980
Sample_066,66,OID00024,P15692,VEGFA,0.016,Cardiometabolic,v1.0,Plate_2,PASS,1.11,1.9666
Sample_066,66,OID00025,P01189,POMC,0.012,Cardiometabolic,v1.0,Plate_2,PASS,0.35,4.8009
Sample_066,66,OID00026,P01308,INS,0.022,Cardiometabolic,v1.0,Plate_2,PASS,0.50,3.8934
Sample_066,66,OID00027,P01258,CALCA,0.004,Cardiometabolic,v1.0,Plate_2,PASS,1.19,4.2132
Sample_066,66,OID00028,P06858,LPL,0.020,Cardiometabolic,v1.0,Plate_2,PASS,1.46,4.1007
Sample_066,66,OID00029,P04114,APOB,0.037,Cardiometabolic,v1.0,Plate_2,PASS,0.81,5.7997
Sample_066,66,OID00030,P02647,APOA1,0.041,Cardiometabolic,v1.0,Plate_2,PASS,1.16,6.4074
Sample_066,66,OID00031,P02649,APOE,0.043,Cardiometabolic,v1.0,Plate_2,PASS,0.63,5.0811
Sample_066,66,OID00032,P05155,SERPING1,0.046,Cardiometabolic,v1.0,Plate_2,PASS,1.16,4.7111
Sample_066,66,OID00033,P02741,CRP,0.013,Cardiometabolic,v1.0,Plate_2,PASS,1.12,4.2861
Sample_066,66,OID00034,P02787,TF,0.023,Cardiometabolic,v1.0,Plate_2,PASS,0.75,4.5136
Sample_066,66,OID00035,P00738,HP,0.007,Cardiometabolic,v1.0,Plate_2,PASS,0.20,3.5510
Sample_066,66,OID00036,P02768,ALB,0.008,Cardiometabolic,v1.0,Plate_2,PASS,0.76,6.4464
Sample_066,66,OID00037,P04217,A1BG,0.036,Cardiometabolic,v1.0,Plate_2,PASS,0.80,5.0893
Sample_066,66,OID00038,P01023,A2M,0.046,Cardiometabolic,v1.0,Plate_2,PASS,0.79,5.2240
Sample_066,66,OID00039,P10909,CLU,0.024,Cardiometabolic,v1.0,Plate_2,PASS,0.62,8.7047
Sample_066,66,OID00040,P01024,C3,0.029,Cardiometabolic,v1.0,Plate_2,PASS,1.00,3.5409
Sample_067,67,OID00001,P05231,IL6,0.019,Inflammation,v1.0,Plate_2,PASS,1.39,4.6453
Sample_067,67,OID00002,P01375,TNF,0.010,Inflammation,v1.0,Plate_2,PASS,0.89,5.2289
Sample_067,67,OID00003,P10145,CXCL8,0.036,Inflammation,v1.0,Plate_2,PASS,1.38,3.9394
Sample_067,67,OID00004,P13232,IL10,0.024,Inflammation,v1.0,Plate_2,PASS,0.81,5.4487
Sample_067,67,OID00005,P01579,IFNG,0.046,Inflammation,v1.0,Plate_2,PASS,1.01,4.1269
Sample_067,67,OID00006,P22301,IL1RL1,0.012,Inflammation,v1.0,Plate_2,PASS,1.13,2.8546
Sample_067,67,OID00007,P05112,IL4,0.034,Inflammation,v1.0,Plate_2,PASS,0.98,7.6830
Sample_067,67,OID00008,P60568,IL2,0.032,Inflammation,v1.0,Plate_2,PASS,1.08,5.5910
Sample_067,67,OID00009,P01374,LTA,0.013,Inflammation,v1.0,Plate_2,PASS,1.05,4.8824
Sample_067,67,OID00010,P29459,IL12A,0.048,Inflammation,v1.0,Plate_2,PASS,0.94,6.6497
Sample_067,67,OID00011,Q16552,IL17A,0.032,Inflammation,v1.0,Plate_2,PASS,1.18,5.1285
Sample_067,67,OID00012,Q9NPH3,IL1A,0.020,Inflammation,v1.0,Plate_2,PASS,1.38,4.8017
Sample_067,67,OID00013,P01583,IL1B,0.009,Inflammation,v1.0,Plate_2,PASS,0.83,2.2353
Sample_067,67,OID00014,P18510,IL1RN,0.041,Inflammation,v1.0,Plate_2,PASS,0.69,3.3377
Sample_067,67,OID00015,P10147,CCL3,0.033,Inflammation,v1.0,Plate_2,PASS,1.45,4.9770
Sample_067,67,OID00016,P13236,CCL4,0.015,Inflammation,v1.0,Plate_2,PASS,0.64,6.2723
Sample_067,67,OID00017,P13501,CCL5,0.004,Inflammation,v1.0,Plate_2,PASS,1.12,2.3937
Sample_067,67,OID00018,P78556,CCL20,0.039,Inflammation,v1.0,Plate_2,PASS,0.99,6.6173
Sample_067,67,OID00019,P02778,CXCL10,0.047,Inflammation,v1.0,Plate_2,PASS,1.15,4.5347
Sample_067,67,OID00020,Q07325,CXCL9,0.015,Inflammation,v1.0,Plate_2,PASS,0.66,5.6903
Sample_067,67,OID00021,P09341,GRO1,0.003,Inflammation,v1.0,Plate_2,PASS,0.10,7.7526
Sample_067,67,OID00022,P01137,TGFB1,0.026,Inflammation,v1.0,Plate_2,PASS,1.07,4.7751
Sample_067,67,OID00023,P09038,FGF2,0.019,Cardiometabolic,v1.0,Plate_2,PASS,0.34,3.6237
Sample_067,67,OID00024,P15692,VEGFA,0.010,Cardiometabolic,v1.0,Plate_2,PASS,1.09,2.9879
Sample_067,67,OID00025,P01189,POMC,0.041,Cardiometabolic,v1.0,Plate_2,PASS,0.73,6.5141
Sample_067,67,OID00026,P01308,INS,0.003,Cardiometabolic,v1.0,Plate_2,PASS,0.36,8.3247
Sample_067,67,OID00027,P01258,CALCA,0.045,Cardiometabolic,v1.0,Plate_2,PASS,0.46,6.0383
Sample_067,67,OID00028,P06858,LPL,0.031,Cardiometabolic,v1.0,Plate_2,PASS,0.67,7.3083
Sample_067,67,OID00029,P04114,APOB,0.015,Cardiometabolic,v1.0,Plate_2,PASS,0.33,2.8563
Sample_067,67,OID00030,P02647,APOA1,0.014,Cardiometabolic,v1.0,Plate_2,PASS,0.63,2.8718
Sample_067,67,OID00031,P02649,APOE,0.034,Cardiometabolic,v1.0,Plate_2,PASS,0.77,3.9105
Sample_067,67,OID00032,P05155,SERPING1,0.003,Cardiometabolic,v1.0,Plate_2,PASS,0.24,6.6666
Sample_067,67,OID00033,P02741,CRP,0.049,Cardiometabolic,v1.0,Plate_2,PASS,0.92,5.0020
Sample_067,67,OID00034,P02787,TF,0.026,Cardiometabolic,v1.0,Plate_2,PASS,0.24,4.8194
Sample_067,67,OID00035,P00738,HP,0.038,Cardiometabolic,v1.0,Plate_2,PASS,1.48,7.0368
Sample_067,67,OID00036,P02768,ALB,0.024,Cardiometabolic,v1.0,Plate_2,PASS,1.40,5.0930
Sample_067,67,OID00037,P04217,A1BG,0.045,Cardiometabolic,v1.0,Plate_2,PASS,0.62,4.1737
Sample_067,67,OID00038,P01023,A2M,0.041,Cardiometabolic,v1.0,Plate_2,PASS,1.50,6.3574
Sample_067,67,OID00039,P10909,CLU,0.003,Cardiometabolic,v1.0,Plate_2,PASS,0.63,7.0679
Sample_067,67,OID00040,P01024,C3,0.017,Cardiometabolic,v1.0,Plate_2,PASS,0.60,4.1961
Sample_068,68,OID00001,P05231,IL6,0.036,Inflammation,v1.0,Plate_2,PASS,1.08,6.3398
Sample_068,68,OID00002,P01375,TNF,0.007,Inflammation,v1.0,Plate_2,PASS,1.34,5.9757
Sample_068,68,OID00003,P10145,CXCL8,0.035,Inflammation,v1.0,Plate_2,PASS,0.49,2.5747
Sample_068,68,OID00004,P13232,IL10,0.018,Inflammation,v1.0,Plate_2,PASS,1.24,3.1931
Sample_068,68,OID00005,P01579,IFNG,0.021,Inflammation,v1.0,Plate_2,PASS,0.77,3.3808
Sample_068,68,OID00006,P22301,IL1RL1,0.049,Inflammation,v1.0,Plate_2,PASS,0.36,3.5107
Sample_068,68,OID00007,P05112,IL4,0.018,Inflammation,v1.0,Plate_2,PASS,0.12,7.6481
Sample_068,68,OID00008,P60568,IL2,0.040,Inflammation,v1.0,Plate_2,PASS,0.16,4.2764
Sample_068,68,OID00009,P01374,LTA,0.020,Inflammation,v1.0,Plate_2,PASS,0.95,4.2570
Sample_068,68,OID00010,P29459,IL12A,0.004,Inflammation,v1.0,Plate_2,PASS,0.96,6.4463
Sample_068,68,OID00011,Q16552,IL17A,0.049,Inflammation,v1.0,Plate_2,PASS,1.40,1.8770
Sample_068,68,OID00012,Q9NPH3,IL1A,0.045,Inflammation,v1.0,Plate_2,PASS,1.30,6.5198
Sample_068,68,OID00013,P01583,IL1B,0.007,Inflammation,v1.0,Plate_2,PASS,0.37,4.8766
Sample_068,68,OID00014,P18510,IL1RN,0.029,Inflammation,v1.0,Plate_2,PASS,0.83,3.7548
Sample_068,68,OID00015,P10147,CCL3,0.040,Inflammation,v1.0,Plate_2,PASS,0.28,6.1056
Sample_068,68,OID00016,P13236,CCL4,0.034,Inflammation,v1.0,Plate_2,PASS,0.52,3.6076
Sample_068,68,OID00017,P13501,CCL5,0.022,Inflammation,v1.0,Plate_2,PASS,0.34,2.0846
Sample_068,68,OID00018,P78556,CCL20,0.033,Inflammation,v1.0,Plate_2,PASS,0.26,4.0780
Sample_068,68,OID00019,P02778,CXCL10,0.033,Inflammation,v1.0,Plate_2,PASS,1.15,5.0591
Sample_068,68,OID00020,Q07325,CXCL9,0.022,Inflammation,v1.0,Plate_2,PASS,0.23,6.0328
Sample_068,68,OID00021,P09341,GRO1,0.045,Inflammation,v1.0,Plate_2,PASS,1.40,4.8108
Sample_068,68,OID00022,P01137,TGFB1,0.011,Inflammation,v1.0,Plate_2,PASS,1.17,4.1339
Sample_068,68,OID00023,P09038,FGF2,0.006,Cardiometabolic,v1.0,Plate_2,PASS,1.36,4.9183
Sample_068,68,OID00024,P15692,VEGFA,0.027,Cardiometabolic,v1.0,Plate_2,PASS,0.29,6.7041
Sample_068,68,OID00025,P01189,POMC,0.044,Cardiometabolic,v1.0,Plate_2,PASS,1.07,4.8995
Sample_068,68,OID00026,P01308,INS,0.038,Cardiometabolic,v1.0,Plate_2,PASS,1.40,4.3546
Sample_068,68,OID00027,P01258,CALCA,0.036,Cardiometabolic,v1.0,Plate_2,PASS,0.63,3.2613
Sample_068,68,OID00028,P06858,LPL,0.019,Cardiometabolic,v1.0,Plate_2,PASS,1.13,3.7254
Sample_068,68,OID00029,P04114,APOB,0.040,Cardiometabolic,v1.0,Plate_2,PASS,1.30,3.7913
Sample_068,68,OID00030,P02647,APOA1,0.006,Cardiometabolic,v1.0,Plate_2,PASS,0.41,3.4990
Sample_068,68,OID00031,P02649,APOE,0.047,Cardiometabolic,v1.0,Plate_2,PASS,1.14,5.5523
Sample_068,68,OID00032,P05155,SERPING1,0.006,Cardiometabolic,v1.0,Plate_2,PASS,1.14,5.3393
Sample_068,68,OID00033,P02741,CRP,0.029,Cardiometabolic,v1.0,Plate_2,PASS,1.44,3.0187
Sample_068,68,OID00034,P02787,TF,0.003,Cardiometabolic,v1.0,Plate_2,PASS,0.10,7.1709
Sample_068,68,OID00035,P00738,HP,0.016,Cardiometabolic,v1.0,Plate_2,PASS,1.47,2.1653
Sample_068,68,OID00036,P02768,ALB,0.034,Cardiometabolic,v1.0,Plate_2,PASS,0.61,4.3551
Sample_068,68,OID00037,P04217,A1BG,0.011,Cardiometabolic,v1.0,Plate_2,PASS,0.94,5.5240
Sample_068,68,OID00038,P01023,A2M,0.027,Cardiometabolic,v1.0,Plate_2,PASS,0.65,3.2605
Sample_068,68,OID00039,P10909,CLU,0.042,Cardiometabolic,v1.0,Plate_2,PASS,1.42,4.1869
Sample_068,68,OID00040,P01024,C3,0.023,Cardiometabolic,v1.0,Plate_2,PASS,0.80,5.2055
Sample_069,69,OID00001,P05231,IL6,0.040,Inflammation,v1.0,Plate_2,PASS,1.03,4.3231
Sample_069,69,OID00002,P01375,TNF,0.030,Inflammation,v1.0,Plate_2,PASS,1.08,4.4986
Sample_069,69,OID00003,P10145,CXCL8,0.050,Inflammation,v1.0,Plate_2,PASS,0.27,3.3476
Sample_069,69,OID00004,P13232,IL10,0.024,Inflammation,v1.0,Plate_2,PASS,1.09,9.2599
Sample_069,69,OID00005,P01579,IFNG,0.019,Inflammation,v1.0,Plate_2,PASS,1.09,5.8320
Sample_069,69,OID00006,P22301,IL1RL1,0.017,Inflammation,v1.0,Plate_2,PASS,1.47,3.4565
Sample_069,69,OID00007,P05112,IL4,0.041,Inflammation,v1.0,Plate_2,PASS,1.13,5.4849
Sample_069,69,OID00008,P60568,IL2,0.003,Inflammation,v1.0,Plate_2,PASS,1.08,4.0895
Sample_069,69,OID00009,P01374,LTA,0.020,Inflammation,v1.0,Plate_2,PASS,0.78,5.6250
Sample_069,69,OID00010,P29459,IL12A,0.033,Inflammation,v1.0,Plate_2,PASS,1.48,4.2950
Sample_069,69,OID00011,Q16552,IL17A,0.017,Inflammation,v1.0,Plate_2,PASS,0.87,7.6734
Sample_069,69,OID00012,Q9NPH3,IL1A,0.050,Inflammation,v1.0,Plate_2,PASS,1.05,1.2474
Sample_069,69,OID00013,P01583,IL1B,0.014,Inflammation,v1.0,Plate_2,PASS,0.84,5.0724
Sample_069,69,OID00014,P18510,IL1RN,0.010,Inflammation,v1.0,Plate_2,PASS,1.07,3.5077
Sample_069,69,OID00015,P10147,CCL3,0.038,Inflammation,v1.0,Plate_2,PASS,0.28,5.9291
Sample_069,69,OID00016,P13236,CCL4,0.040,Inflammation,v1.0,Plate_2,PASS,0.91,3.8214
Sample_069,69,OID00017,P13501,CCL5,0.008,Inflammation,v1.0,Plate_2,PASS,0.74,6.3842
Sample_069,69,OID00018,P78556,CCL20,0.035,Inflammation,v1.0,Plate_2,PASS,0.29,3.0900
Sample_069,69,OID00019,P02778,CXCL10,0.037,Inflammation,v1.0,Plate_2,PASS,0.41,4.7858
Sample_069,69,OID00020,Q07325,CXCL9,0.000,Inflammation,v1.0,Plate_2,PASS,1.13,5.8113
Sample_069,69,OID00021,P09341,GRO1,0.049,Inflammation,v1.0,Plate_2,PASS,1.05,4.7044
Sample_069,69,OID00022,P01137,TGFB1,0.048,Inflammation,v1.0,Plate_2,PASS,0.31,3.0583
Sample_069,69,OID00023,P09038,FGF2,0.005,Cardiometabolic,v1.0,Plate_2,PASS,1.40,2.4169
Sample_069,69,OID00024,P15692,VEGFA,0.009,Cardiometabolic,v1.0,Plate_2,PASS,1.46,6.2733
Sample_069,69,OID00025,P01189,POMC,0.030,Cardiometabolic,v1.0,Plate_2,PASS,1.01,8.9768
Sample_069,69,OID00026,P01308,INS,0.031,Cardiometabolic,v1.0,Plate_2,PASS,1.46,6.3608
Sample_069,69,OID00027,P01258,CALCA,0.024,Cardiometabolic,v1.0,Plate_2,PASS,0.44,4.6751
Sample_069,69,OID00028,P06858,LPL,0.048,Cardiometabolic,v1.0,Plate_2,PASS,1.06,5.2238
Sample_069,69,OID00029,P04114,APOB,0.040,Cardiometabolic,v1.0,Plate_2,PASS,1.07,4.1655
Sample_069,69,OID00030,P02647,APOA1,0.039,Cardiometabolic,v1.0,Plate_2,PASS,1.02,3.8078
Sample_069,69,OID00031,P02649,APOE,0.033,Cardiometabolic,v1.0,Plate_2,PASS,0.49,6.4369
Sample_069,69,OID00032,P05155,SERPING1,0.006,Cardiometabolic,v1.0,Plate_2,PASS,0.61,3.3680
Sample_069,69,OID00033,P02741,CRP,0.025,Cardiometabolic,v1.0,Plate_2,PASS,1.04,6.5096
Sample_069,69,OID00034,P02787,TF,0.029,Cardiometabolic,v1.0,Plate_2,PASS,0.13,5.8628
Sample_069,69,OID00035,P00738,HP,0.040,Cardiometabolic,v1.0,Plate_2,PASS,1.14,3.9231
Sample_069,69,OID00036,P02768,ALB,0.024,Cardiometabolic,v1.0,Plate_2,PASS,0.35,4.4713
Sample_069,69,OID00037,P04217,A1BG,0.005,Cardiometabolic,v1.0,Plate_2,PASS,0.90,4.0164
Sample_069,69,OID00038,P01023,A2M,0.045,Cardiometabolic,v1.0,Plate_2,PASS,0.19,3.7386
Sample_069,69,OID00039,P10909,CLU,0.001,Cardiometabolic,v1.0,Plate_2,PASS,1.24,5.2689
Sample_069,69,OID00040,P01024,C3,0.027,Cardiometabolic,v1.0,Plate_2,PASS,0.88,4.0793
Sample_070,70,OID00001,P05231,IL6,0.029,Inflammation,v1.0,Plate_2,PASS,0.83,5.6617
Sample_070,70,OID00002,P01375,TNF,0.040,Inflammation,v1.0,Plate_2,PASS,1.10,3.3939
Sample_070,70,OID00003,P10145,CXCL8,0.045,Inflammation,v1.0,Plate_2,PASS,1.45,6.7839
Sample_070,70,OID00004,P13232,IL10,0.030,Inflammation,v1.0,Plate_2,PASS,0.35,6.7636
Sample_070,70,OID00005,P01579,IFNG,0.006,Inflammation,v1.0,Plate_2,PASS,1.22,5.8131
Sample_070,70,OID00006,P22301,IL1RL1,0.010,Inflammation,v1.0,Plate_2,PASS,0.28,6.7262
Sample_070,70,OID00007,P05112,IL4,0.002,Inflammation,v1.0,Plate_2,PASS,1.29,6.0211
Sample_070,70,OID00008,P60568,IL2,0.025,Inflammation,v1.0,Plate_2,PASS,1.47,6.6363
Sample_070,70,OID00009,P01374,LTA,0.047,Inflammation,v1.0,Plate_2,PASS,0.69,3.7689
Sample_070,70,OID00010,P29459,IL12A,0.015,Inflammation,v1.0,Plate_2,PASS,0.10,6.4221
Sample_070,70,OID00011,Q16552,IL17A,0.033,Inflammation,v1.0,Plate_2,PASS,1.20,6.7132
Sample_070,70,OID00012,Q9NPH3,IL1A,0.029,Inflammation,v1.0,Plate_2,PASS,0.72,4.3979
Sample_070,70,OID00013,P01583,IL1B,0.018,Inflammation,v1.0,Plate_2,PASS,1.48,4.3831
Sample_070,70,OID00014,P18510,IL1RN,0.010,Inflammation,v1.0,Plate_2,PASS,0.85,3.2832
Sample_070,70,OID00015,P10147,CCL3,0.009,Inflammation,v1.0,Plate_2,PASS,0.43,7.2566
Sample_070,70,OID00016,P13236,CCL4,0.042,Inflammation,v1.0,Plate_2,PASS,0.52,6.6182
Sample_070,70,OID00017,P13501,CCL5,0.018,Inflammation,v1.0,Plate_2,PASS,0.40,6.9641
Sample_070,70,OID00018,P78556,CCL20,0.031,Inflammation,v1.0,Plate_2,PASS,0.28,4.4617
Sample_070,70,OID00019,P02778,CXCL10,0.045,Inflammation,v1.0,Plate_2,PASS,0.63,6.0275
Sample_070,70,OID00020,Q07325,CXCL9,0.004,Inflammation,v1.0,Plate_2,PASS,0.66,5.5183
Sample_070,70,OID00021,P09341,GRO1,0.027,Inflammation,v1.0,Plate_2,PASS,1.07,4.9585
Sample_070,70,OID00022,P01137,TGFB1,0.037,Inflammation,v1.0,Plate_2,PASS,0.20,6.5784
Sample_070,70,OID00023,P09038,FGF2,0.019,Cardiometabolic,v1.0,Plate_2,PASS,0.37,7.3164
Sample_070,70,OID00024,P15692,VEGFA,0.041,Cardiometabolic,v1.0,Plate_2,PASS,1.02,4.9324
Sample_070,70,OID00025,P01189,POMC,0.050,Cardiometabolic,v1.0,Plate_2,PASS,0.31,3.7632
Sample_070,70,OID00026,P01308,INS,0.001,Cardiometabolic,v1.0,Plate_2,PASS,0.71,4.0413
Sample_070,70,OID00027,P01258,CALCA,0.005,Cardiometabolic,v1.0,Plate_2,PASS,0.27,4.5206
Sample_070,70,OID00028,P06858,LPL,0.003,Cardiometabolic,v1.0,Plate_2,PASS,0.87,4.6348
Sample_070,70,OID00029,P04114,APOB,0.014,Cardiometabolic,v1.0,Plate_2,PASS,0.57,4.0934
Sample_070,70,OID00030,P02647,APOA1,0.011,Cardiometabolic,v1.0,Plate_2,PASS,1.32,3.9017
Sample_070,70,OID00031,P02649,APOE,0.019,Cardiometabolic,v1.0,Plate_2,PASS,1.46,6.4568
Sample_070,70,OID00032,P05155,SERPING1,0.046,Cardiometabolic,v1.0,Plate_2,PASS,0.25,5.0904
Sample_070,70,OID00033,P02741,CRP,0.041,Cardiometabolic,v1.0,Plate_2,PASS,0.53,6.0895
Sample_070,70,OID00034,P02787,TF,0.026,Cardiometabolic,v1.0,Plate_2,PASS,0.79,7.1627
Sample_070,70,OID00035,P00738,HP,0.030,Cardiometabolic,v1.0,Plate_2,PASS,0.87,4.0799
Sample_070,70,OID00036,P02768,ALB,0.009,Cardiometabolic,v1.0,Plate_2,PASS,1.36,2.1403
Sample_070,70,OID00037,P04217,A1BG,0.037,Cardiometabolic,v1.0,Plate_2,PASS,0.58,6.4070
Sample_070,70,OID00038,P01023,A2M,0.027,Cardiometabolic,v1.0,Plate_2,PASS,1.46,4.5085
Sample_070,70,OID00039,P10909,CLU,0.006,Cardiometabolic,v1.0,Plate_2,PASS,0.77,2.5810
Sample_070,70,OID00040,P01024,C3,0.026,Cardiometabolic,v1.0,Plate_2,PASS,0.11,3.3646
Sample_071,71,OID00001,P05231,IL6,0.037,Inflammation,v1.0,Plate_2,PASS,0.63,5.4363
Sample_071,71,OID00002,P01375,TNF,0.036,Inflammation,v1.0,Plate_2,PASS,0.17,5.6462
Sample_071,71,OID00003,P10145,CXCL8,0.030,Inflammation,v1.0,Plate_2,PASS,0.45,7.3219
Sample_071,71,OID00004,P13232,IL10,0.009,Inflammation,v1.0,Plate_2,PASS,1.09,4.6248
Sample_071,71,OID00005,P01579,IFNG,0.014,Inflammation,v1.0,Plate_2,PASS,0.80,7.6748
Sample_071,71,OID00006,P22301,IL1RL1,0.047,Inflammation,v1.0,Plate_2,PASS,0.70,4.7683
Sample_071,71,OID00007,P05112,IL4,0.043,Inflammation,v1.0,Plate_2,PASS,0.53,7.0219
Sample_071,71,OID00008,P60568,IL2,0.020,Inflammation,v1.0,Plate_2,PASS,1.43,3.1342
Sample_071,71,OID00009,P01374,LTA,0.036,Inflammation,v1.0,Plate_2,PASS,0.21,4.7496
Sample_071,71,OID00010,P29459,IL12A,0.008,Inflammation,v1.0,Plate_2,PASS,1.42,5.6020
Sample_071,71,OID00011,Q16552,IL17A,0.025,Inflammation,v1.0,Plate_2,PASS,0.88,7.3149
Sample_071,71,OID00012,Q9NPH3,IL1A,0.048,Inflammation,v1.0,Plate_2,PASS,1.32,5.8732
Sample_071,71,OID00013,P01583,IL1B,0.024,Inflammation,v1.0,Plate_2,PASS,1.12,3.4118
Sample_071,71,OID00014,P18510,IL1RN,0.050,Inflammation,v1.0,Plate_2,PASS,0.82,5.8220
Sample_071,71,OID00015,P10147,CCL3,0.031,Inflammation,v1.0,Plate_2,PASS,0.67,6.7703
Sample_071,71,OID00016,P13236,CCL4,0.037,Inflammation,v1.0,Plate_2,PASS,1.38,3.4992
Sample_071,71,OID00017,P13501,CCL5,0.012,Inflammation,v1.0,Plate_2,PASS,1.15,4.4784
Sample_071,71,OID00018,P78556,CCL20,0.048,Inflammation,v1.0,Plate_2,PASS,1.13,2.7230
Sample_071,71,OID00019,P02778,CXCL10,0.030,Inflammation,v1.0,Plate_2,PASS,0.84,6.3748
Sample_071,71,OID00020,Q07325,CXCL9,0.048,Inflammation,v1.0,Plate_2,PASS,0.95,2.2317
Sample_071,71,OID00021,P09341,GRO1,0.011,Inflammation,v1.0,Plate_2,PASS,0.83,3.5840
Sample_071,71,OID00022,P01137,TGFB1,0.042,Inflammation,v1.0,Plate_2,PASS,0.21,2.2415
Sample_071,71,OID00023,P09038,FGF2,0.019,Cardiometabolic,v1.0,Plate_2,PASS,0.69,1.3110
Sample_071,71,OID00024,P15692,VEGFA,0.006,Cardiometabolic,v1.0,Plate_2,PASS,0.62,4.6820
Sample_071,71,OID00025,P01189,POMC,0.038,Cardiometabolic,v1.0,Plate_2,PASS,0.85,5.9753
Sample_071,71,OID00026,P01308,INS,0.015,Cardiometabolic,v1.0,Plate_2,PASS,0.27,4.4153
Sample_071,71,OID00027,P01258,CALCA,0.028,Cardiometabolic,v1.0,Plate_2,PASS,1.13,4.7194
Sample_071,71,OID00028,P06858,LPL,0.015,Cardiometabolic,v1.0,Plate_2,PASS,0.40,5.9998
Sample_071,71,OID00029,P04114,APOB,0.002,Cardiometabolic,v1.0,Plate_2,PASS,1.26,6.9655
Sample_071,71,OID00030,P02647,APOA1,0.031,Cardiometabolic,v1.0,Plate_2,PASS,0.75,4.1216
Sample_071,71,OID00031,P02649,APOE,0.016,Cardiometabolic,v1.0,Plate_2,PASS,0.96,3.5972
Sample_071,71,OID00032,P05155,SERPING1,0.000,Cardiometabolic,v1.0,Plate_2,PASS,0.60,5.1036
Sample_071,71,OID00033,P02741,CRP,0.005,Cardiometabolic,v1.0,Plate_2,PASS,0.60,5.7426
Sample_071,71,OID00034,P02787,TF,0.004,Cardiometabolic,v1.0,Plate_2,PASS,0.79,4.3872
Sample_071,71,OID00035,P00738,HP,0.024,Cardiometabolic,v1.0,Plate_2,PASS,0.27,4.1369
Sample_071,71,OID00036,P02768,ALB,0.033,Cardiometabolic,v1.0,Plate_2,PASS,0.32,4.9221
Sample_071,71,OID00037,P04217,A1BG,0.021,Cardiometabolic,v1.0,Plate_2,PASS,0.52,5.2252
Sample_071,71,OID00038,P01023,A2M,0.041,Cardiometabolic,v1.0,Plate_2,PASS,0.36,6.4877
Sample_071,71,OID00039,P10909,CLU,0.008,Cardiometabolic,v1.0,Plate_2,PASS,1.28,6.2503
